Season,First Name,Last Name,Team,Age,Role,WAR,W,L,ERA,GP,GS,IP,CG,SHO,SV,K,BB,H,ER,HR,HBP,FIP,TP,BF,RA,WP,BAA,WHIP,WPCT,OBPA,K/BB,K/9,BB/9,H/9,HR/9,PPI,PPG,RA,Def,Corr,RA9def,RAA,RAAlev,WAA,WAR
4,Tony,Dalton,BOS,38,SP/RP,-0.9,2,3,7.20,33,7,55.0,0,0,0,32,16,80,44,14,0,4.11,928,253,45,0,.316,1.75,.400,.379,2.00,5.2,2.6,13.1,2.3,16.9,28.1,45,-0.10,-0.010,7.35,-18.29,-18.29,-1.86,-0.87
4,Gunther,Peacock,SPT,36,RP,-0.7,3,3,7.26,34,0,39.2,0,0,2,30,19,65,32,7,0,3.84,731,201,32,0,.323,2.12,.500,.418,1.58,6.8,4.3,14.7,1.6,18.4,21.5,32,0.00,-0.007,7.26,-13.86,-13.86,-1.41,-0.71
4,Gerty,Hammerhead,PDX,37,SP,-1.4,1,10,7.67,20,20,78.2,0,0,0,48,33,110,67,13,6,3.91,1339,381,70,2,.289,1.82,.091,.391,1.45,5.5,3.8,12.6,1.5,17.0,67.0,70,-0.15,-0.014,7.99,-28.29,-28.29,-2.87,-1.43
4,Arjun,Shah,NYF,31,RP,-1.1,3,0,7.86,39,0,44.2,0,0,0,21,19,71,39,12,2,4.42,758,213,39,0,.133,2.01,1.000,.432,1.11,4.2,3.8,14.3,2.4,17.0,19.4,39,0.01,-0.008,7.86,-18.11,-18.11,-1.84,-1.06
4,Yup,Shannon,SEO,39,CL,-0.6,1,6,8.04,27,0,28.0,0,0,14,15,12,41,25,7,3,4.36,506,138,25,0,.297,1.89,.143,.406,1.25,4.8,3.9,13.2,2.3,18.1,18.7,25,-0.30,-0.005,7.94,-10.98,-10.98,-1.11,-0.62
4,Verdant,Wyrd,PAL,40,RP,-0.9,1,1,8.70,37,0,30.0,0,0,0,28,19,50,29,9,0,4.41,575,158,29,2,.316,2.30,.500,.437,1.47,8.4,5.7,15.0,2.7,19.2,15.5,29,-0.56,-0.005,8.53,-14.24,-14.24,-1.44,-0.92
4,Walter,Ford,CDMX,40,RP,-0.4,0,1,9.00,6,0,8.0,0,0,1,4,1,17,8,2,0,3.98,141,40,9,0,.425,2.25,.000,.450,4.00,4.5,1.1,19.1,2.3,17.6,23.5,9,0.08,-0.001,10.21,-5.34,-5.34,-0.54,-0.40
4,Paille,Donovan,GLA,31,CL,-1.1,0,8,9.00,29,0,25.0,0,0,16,23,23,42,25,5,0,4.27,522,137,27,0,.307,2.60,.000,.474,1.00,8.3,8.3,15.1,1.8,20.9,18.0,27,-0.26,-0.004,9.63,-14.88,-14.88,-1.51,-1.07
4,Shep,Barnswell,BOS,31,CL,-1.2,4,8,9.20,36,0,30.1,0,0,13,29,18,40,31,7,3,4.15,568,149,32,0,.268,1.91,.133,.409,1.61,8.6,5.3,11.9,2.1,18.7,15.8,32,-0.05,-0.005,9.48,-17.27,-17.27,-1.75,-1.22
4,Tanner,Carr,DAK,32,SP,-2.2,2,11,9.44,15,15,61.0,0,0,0,53,21,83,64,14,3,3.91,1037,286,65,0,.290,1.70,.154,.374,2.52,7.8,3.1,12.2,2.1,17.0,69.1,65,-0.46,-0.011,9.52,-32.76,-32.76,-3.32,-2.20
4,Bryan,Brewer,PDX,33,RP,-0.5,1,1,10.13,11,0,10.2,0,0,1,10,7,12,12,1,0,3.54,194,49,12,0,.245,1.78,.500,.388,1.43,8.4,5.9,10.1,0.8,18.2,17.6,12,-0.02,-0.002,10.11,-6.92,-6.92,-0.70,-0.52
4,Nikolai,Shesterkin,DAK,30,RP,-0.3,1,1,10.29,9,0,7.0,0,0,0,3,5,16,8,2,0,4.77,163,41,8,0,.390,3.00,.500,.512,0.60,3.9,6.4,20.6,2.6,23.3,18.1,8,-0.07,-0.001,10.19,-4.65,-4.65,-0.47,-0.35
4,Carlito,Floral,MTL,38,RP,-0.6,2,1,11.32,13,0,10.1,0,0,0,10,8,18,13,4,1,5.00,215,56,13,0,.321,2.52,.667,.482,1.25,8.7,7.0,15.7,3.5,20.8,16.5,13,0.06,-0.002,11.38,-8.16,-8.16,-0.83,-0.65
4,Anika,Montes,DAK,31,RP,-0.1,0,0,13.50,3,0,1.1,0,0,0,1,4,2,2,0,0,5.60,44,10,2,0,.200,4.50,NaN,.600,0.25,6.8,27.0,13.5,0.0,33.0,14.7,2,-0.01,0.000,13.42,-1.36,-1.36,-0.14,-0.12
5,Zayne,Rossi,PAL,37,RP,0.1,0,0,0.00,2,0,2.0,0,0,0,3,0,2,0,0,0,2.10,44,8,0,1,.250,1.00,NaN,.250,Infinity,13.5,0.0,9.0,0.0,22.0,22.0,0,0.00,0.000,-0.01,0.96,0.93,0.09,0.13
5,Marty,Eklynn,NGO,28,CL,1.0,2,2,1.21,21,0,22.1,0,0,13,21,10,15,3,0,0,2.92,342,91,5,0,.165,1.12,.500,.275,2.10,8.5,4.0,6.0,0.0,15.3,16.3,5,0.08,-0.003,2.05,5.27,5.49,0.56,0.96
5,Constantine,Rockefeller,CAS,29,RP,3.6,12,1,1.43,42,0,69.0,0,0,3,73,12,56,11,3,0,2.76,947,264,12,0,.212,0.99,.923,.258,6.08,9.5,1.6,7.3,0.4,13.7,22.5,12,-1.16,-0.011,1.41,22.07,22.51,2.31,3.55
5,Ximena,Conner,CHI,31,SP/RP,3.2,2,4,1.85,20,19,77.2,0,0,0,55,26,56,16,5,3,3.28,1147,309,18,0,.181,1.06,.133,.275,2.12,6.4,3.0,6.5,0.6,14.8,57.4,18,0.34,-0.012,2.13,17.88,17.54,1.80,3.19
5,Besto,Love,BUS,29,SP,4.5,11,5,1.96,20,20,110.1,5,4,0,114,27,73,24,9,5,3.05,1578,433,33,0,.169,0.91,.688,.242,4.22,9.3,2.2,6.0,0.7,14.3,78.9,33,0.70,-0.017,2.75,24.84,24.84,2.54,4.53
5,Lenny,Sacred,PIT,29,CL,1.2,1,4,1.98,37,0,36.1,0,0,18,25,13,28,8,3,2,3.41,513,147,11,1,.190,1.13,.200,.293,1.92,6.2,3.2,6.9,0.7,14.1,13.9,11,0.25,-0.006,2.79,5.70,5.51,0.56,1.22
5,Braxton,Plough,PAL,26,SP,4.5,6,3,2.01,20,20,107.1,2,1,0,107,23,91,24,7,1,2.94,1642,440,30,1,.207,1.06,.667,.261,4.65,9.0,1.9,7.6,0.6,15.3,82.1,30,-0.11,-0.017,2.51,25.10,25.10,2.57,4.50
5,Beefly,Despot,MUN,27,RP,1.9,4,2,2.03,41,0,53.1,0,0,1,53,8,45,12,4,1,2.93,764,214,16,1,.210,0.99,.667,.252,6.63,8.9,1.3,7.6,0.7,14.3,18.6,16,0.13,-0.008,2.72,9.47,9.32,0.95,1.92
5,Sawyer,Humphrey,VAL,40,SP/RP,2.8,16,2,2.06,47,0,78.2,0,0,0,72,19,57,18,7,1,3.13,1135,307,22,0,.186,0.97,.889,.251,3.79,8.2,2.2,6.5,0.8,14.4,24.1,22,0.79,-0.012,2.61,13.61,13.36,1.37,2.78
5,Grady,Barron,BBR,24,SP/RP,2.4,5,1,2.10,34,1,55.2,0,0,3,45,19,44,13,1,3,3.03,869,225,13,1,.196,1.13,.833,.293,2.37,7.3,3.1,7.1,0.2,15.6,25.6,13,0.45,-0.009,2.17,12.81,13.46,1.38,2.38
5,Miller,Oldham,MFP,34,SP/RP,2.4,4,3,2.10,32,1,55.2,0,0,5,45,14,39,13,1,2,2.93,813,217,14,1,.180,0.95,.571,.253,3.21,7.3,2.3,6.3,0.2,14.6,25.4,14,-0.22,-0.009,2.23,12.48,13.77,1.41,2.41
5,Tatum,Holmes,SPT,31,CL,1.3,2,3,2.12,39,0,34.0,0,0,24,27,5,30,8,0,1,2.75,486,134,9,0,.224,1.03,.400,.269,5.40,7.1,1.3,7.9,0.0,14.3,12.5,9,-0.02,-0.005,2.38,6.75,7.01,0.72,1.33
5,Les,Hines,VAL,24,RP,1.6,11,2,2.20,40,0,49.0,0,0,0,34,12,49,12,4,1,3.26,743,201,15,1,.244,1.24,.846,.308,2.83,6.2,2.2,9.0,0.7,15.2,18.6,15,0.57,-0.008,2.86,7.11,6.86,0.70,1.59
5,Timber,Henderson,BBR,30,RP,2.2,6,2,2.25,33,0,52.0,0,0,6,44,14,46,13,2,1,2.99,760,212,13,0,.217,1.15,.750,.288,3.14,7.6,2.4,8.0,0.3,14.6,23.0,13,0.43,-0.008,2.32,11.10,12.27,1.26,2.20
5,Neil,Vance,MSLA,24,RP,2.0,9,0,2.25,39,0,52.0,0,0,1,40,13,41,13,6,2,3.38,760,209,14,1,.196,1.04,1.000,.268,3.08,6.9,2.3,7.1,1.0,14.6,19.5,14,0.37,-0.008,2.49,10.24,10.09,1.03,1.97
5,Amara,Perkins,MSLA,30,SP,3.7,8,5,2.42,20,20,100.1,0,0,0,85,23,87,27,7,4,3.11,1514,407,32,0,.214,1.10,.615,.280,3.70,7.6,2.1,7.8,0.6,15.1,75.7,32,0.72,-0.015,2.94,18.08,18.08,1.85,3.66
5,Rochelle,Karp,HAV,33,RP,2.0,8,0,2.44,42,0,55.1,0,0,1,48,16,50,15,7,2,3.40,804,228,16,1,.219,1.19,1.000,.298,3.00,7.8,2.6,8.1,1.1,14.5,19.1,16,0.56,-0.009,2.69,9.61,9.45,0.97,1.97
5,Jules,Verne,NGO,19,RP,1.8,7,3,2.47,41,0,54.2,0,0,1,44,20,42,15,4,1,3.26,802,220,17,1,.191,1.13,.700,.286,2.20,7.2,3.3,6.9,0.7,14.7,19.6,17,0.19,-0.008,2.83,8.14,8.01,0.82,1.80
5,Leon,Esparza,DUB,38,RP,2.4,3,2,2.49,48,0,61.1,0,0,1,63,22,54,17,5,3,3.18,977,257,17,1,.210,1.24,.600,.307,2.86,9.2,3.2,7.9,0.7,15.9,20.4,17,-0.31,-0.009,2.45,12.75,12.51,1.28,2.39
5,James,Parra,MUN,28,CL,1.0,2,3,2.54,27,0,28.1,0,0,17,18,14,25,8,1,0,3.32,415,118,9,0,.212,1.38,.400,.331,1.29,5.7,4.4,7.9,0.3,14.6,15.4,9,0.07,-0.004,2.88,4.53,4.74,0.49,0.99
5,Kannon,Constance,NYF,30,SP/RP,1.5,7,2,2.56,29,0,45.2,0,0,6,30,18,50,13,5,1,3.55,787,198,16,1,.253,1.49,.778,.348,1.67,5.9,3.5,9.9,1.0,17.2,27.1,16,-0.27,-0.007,3.10,5.89,6.74,0.69,1.51
5,Bax,Stiffbottom,CAS,24,RP,2.0,8,1,2.57,34,0,49.0,0,0,4,47,20,42,14,1,1,2.98,696,203,14,0,.207,1.27,.889,.310,2.35,8.6,3.7,7.7,0.2,14.2,20.5,14,-0.89,-0.008,2.41,10.25,10.82,1.11,2.00
5,Went,Maneah,BOS,30,SP,3.4,7,4,2.59,20,20,90.1,1,0,0,62,33,88,26,7,5,3.40,1394,393,30,0,.224,1.34,.636,.321,1.88,6.2,3.3,8.8,0.7,15.4,69.7,30,0.12,-0.014,3.00,17.19,17.19,1.76,3.38
5,Cownt,Magnifico,CDMX,28,SP,4.2,9,9,2.59,20,20,111.0,2,1,0,99,26,89,32,9,4,3.13,1632,438,35,0,.203,1.04,.500,.272,3.81,8.0,2.1,7.2,0.7,14.7,81.6,35,0.02,-0.017,2.84,21.13,21.13,2.16,4.16
5,Jose,Brock,MSLA,32,RP,1.5,8,2,2.60,35,0,45.0,0,0,0,42,17,37,13,2,3,3.11,697,187,14,0,.198,1.20,.800,.305,2.47,8.4,3.4,7.4,0.4,15.5,19.9,14,0.31,-0.007,2.86,6.99,6.75,0.69,1.51
5,August,Wheeler,HON,38,SP/RP,1.9,9,1,2.61,47,1,72.1,0,0,0,59,24,59,21,4,0,3.13,1142,298,26,0,.198,1.15,.900,.279,2.46,7.3,3.0,7.3,0.5,15.8,24.3,26,0.23,-0.011,3.26,6.18,6.07,0.62,1.92
5,Evangeline,Greenman,VAL,26,SP,3.5,8,4,2.63,20,20,106.0,4,2,0,79,31,91,31,10,4,3.34,1553,440,36,3,.207,1.15,.667,.286,2.55,6.7,2.6,7.7,0.8,14.7,77.7,36,1.20,-0.016,3.16,15.27,15.27,1.56,3.47
5,James,Dozer,HAV,26,RP,1.9,9,3,2.70,45,0,63.1,0,0,1,50,18,44,19,4,5,3.21,958,251,22,1,.175,0.98,.750,.267,2.78,7.1,2.6,6.3,0.6,15.1,21.3,22,0.63,-0.010,3.22,7.33,7.20,0.74,1.88
5,Alessandro,Dodson,CHI,27,CL,1.2,3,2,2.72,38,0,36.1,0,0,22,38,11,28,11,2,1,2.97,547,147,12,0,.190,1.07,.600,.272,3.45,9.4,2.7,6.9,0.5,15.1,14.4,12,0.15,-0.006,3.01,4.80,4.88,0.50,1.15
5,Arjun,Singh,PIT,41,SP,2.8,7,2,2.75,15,15,78.2,1,0,0,76,30,60,24,10,1,3.40,1192,328,25,0,.183,1.14,.778,.277,2.53,8.7,3.4,6.9,1.1,15.2,79.5,25,0.50,-0.012,2.92,13.74,13.74,1.41,2.82
5,Ray,Bangit,MSLA,22,CL,0.6,1,3,2.75,40,0,36.0,0,0,28,37,11,39,11,4,2,3.26,604,158,17,1,.247,1.39,.250,.329,3.36,9.3,2.8,9.8,1.0,16.8,15.1,17,0.26,-0.006,4.32,-0.22,-0.22,-0.02,0.63
5,Caiden,Carey,CAR,26,SP/RP,2.8,5,5,2.76,42,7,78.1,0,0,0,71,22,60,24,8,4,3.27,1168,315,24,0,.190,1.05,.500,.273,3.23,8.2,2.5,6.9,0.9,14.9,27.8,24,0.09,-0.012,2.77,14.26,14.00,1.43,2.84
5,Donovan,Riley,GLA,32,RP,1.3,3,1,2.77,34,0,48.2,0,0,0,37,10,51,15,6,0,3.33,753,209,19,0,.244,1.25,.750,.292,3.70,6.8,1.8,9.4,1.1,15.5,22.1,19,0.42,-0.007,3.59,3.93,3.80,0.39,1.26
5,Langston,Growles,NYN,41,SP/RP,0.3,0,0,2.79,3,3,9.2,0,0,0,9,5,10,3,2,1,4.00,175,44,3,0,.227,1.55,NaN,.364,1.80,8.4,4.7,9.3,1.9,18.1,58.1,3,-0.05,-0.001,2.75,1.62,1.59,0.16,0.33
5,Graysen,Church,CAS,25,SP,3.2,4,2,2.81,20,20,86.1,1,0,0,84,43,71,27,10,1,3.46,1460,363,29,1,.196,1.32,.667,.317,1.95,8.8,4.5,7.4,1.0,16.9,73.0,29,-1.49,-0.013,2.87,16.53,16.53,1.69,3.24
5,Jacqueline,Barajas,NYN,28,SP,3.3,11,4,2.83,17,17,92.1,1,1,0,94,24,69,29,10,0,3.15,1413,371,31,1,.186,1.01,.733,.251,3.92,9.2,2.3,6.7,1.0,15.3,83.1,31,-0.44,-0.014,2.98,16.20,16.20,1.66,3.32
5,Dimo,Papardelle,PIT,30,RP,1.8,7,3,2.83,41,0,54.0,0,0,1,34,17,49,17,4,0,3.32,781,215,17,0,.228,1.22,.700,.307,2.00,5.7,2.8,8.2,0.7,14.5,19.0,17,0.38,-0.008,2.90,7.80,7.68,0.79,1.76
5,Melina,Fleming,BOS,26,RP,2.1,7,4,2.87,49,0,59.2,0,0,0,72,21,57,19,6,5,3.17,1017,254,19,0,.224,1.31,.636,.327,3.43,10.9,3.2,8.6,0.9,17.0,20.8,19,0.06,-0.009,2.88,10.15,9.79,1.00,2.07
5,Jackson,Downs,JAK,33,SP/RP,2.3,3,5,2.90,20,20,83.2,0,0,0,69,23,67,27,4,2,3.06,1201,336,32,0,.199,1.08,.375,.274,3.00,7.4,2.5,7.2,0.4,14.4,60.1,32,-0.82,-0.013,3.35,7.84,7.69,0.79,2.29
5,Johnathan,Bentley,BBR,27,RP,1.8,6,1,2.91,35,0,52.2,0,0,8,45,20,58,17,3,1,3.18,858,230,17,0,.252,1.48,.857,.343,2.25,7.7,3.4,9.9,0.5,16.3,24.5,17,0.46,-0.008,2.98,7.38,8.43,0.86,1.81
5,Warden,Hernandez,CAS,21,SP,3.9,7,2,2.99,21,20,102.1,2,1,0,125,26,94,34,10,0,2.96,1545,415,34,0,.227,1.17,.778,.289,4.81,11.0,2.3,8.3,0.9,15.1,73.6,34,-1.68,-0.016,2.84,19.88,19.88,2.04,3.88
5,Dylan,Resplendant,DAK,28,RP,2.1,4,1,3.02,49,0,65.2,0,0,0,69,23,50,22,9,1,3.36,1019,271,22,1,.185,1.11,.800,.273,3.00,9.5,3.2,6.9,1.2,15.5,20.8,22,0.18,-0.010,3.04,8.91,8.60,0.88,2.06
5,Anders,Richardson,DUB,27,RP,2.1,9,1,3.02,52,0,65.2,0,0,0,59,17,61,22,6,1,3.17,1002,273,23,1,.223,1.19,.900,.289,3.47,8.1,2.3,8.4,0.8,15.3,19.3,23,-0.36,-0.010,3.10,8.88,8.57,0.88,2.06
5,Carmelo,Bulgar,NGO,26,SP,3.0,5,8,3.04,20,20,100.2,2,1,0,68,44,93,34,12,2,3.62,1578,433,38,1,.215,1.36,.385,.321,1.55,6.1,3.9,8.3,1.1,15.7,78.9,38,0.40,-0.015,3.43,11.52,11.52,1.18,2.98
5,Avenue,Rubenstein,NYF,38,RP,1.6,6,1,3.04,35,0,50.1,0,0,3,40,20,40,17,7,2,3.61,766,210,18,0,.190,1.19,.857,.295,2.00,7.2,3.6,7.2,1.3,15.2,21.9,18,-0.26,-0.008,3.17,6.09,6.28,0.64,1.55
5,Kayson,Ryan,BBR,24,RP,1.5,8,1,3.06,38,0,53.0,0,0,1,50,19,45,18,2,1,3.01,811,219,19,0,.205,1.21,.889,.297,2.63,8.5,3.2,7.6,0.3,15.3,21.3,19,0.42,-0.008,3.30,5.58,5.50,0.56,1.52
5,Bronson,Donson,BBR,33,SP,2.0,3,4,3.06,13,13,64.2,3,1,0,43,28,52,22,5,5,3.50,962,278,24,0,.187,1.24,.429,.306,1.54,6.0,3.9,7.2,0.7,14.9,74.0,24,0.56,-0.010,3.42,8.07,8.07,0.83,1.98
5,Yousef,Gleaming,SPT,31,RP,1.9,13,1,3.14,48,0,66.0,0,0,0,57,16,55,23,8,0,3.29,1004,267,23,1,.206,1.08,.929,.266,3.56,7.8,2.2,7.5,1.1,15.2,20.9,23,-0.03,-0.010,3.13,7.57,7.31,0.75,1.94
5,Jimena,Regulation,SPT,41,SP,3.0,7,5,3.14,20,20,100.1,3,3,0,93,36,93,35,6,1,3.11,1586,417,38,0,.223,1.29,.583,.312,2.58,8.3,3.2,8.3,0.5,15.8,79.3,38,-0.05,-0.015,3.40,11.71,11.71,1.20,3.00
5,Kyla,Sullivan,BSD,29,RP,0.9,1,2,3.18,27,0,34.0,0,0,5,32,8,30,12,4,1,3.25,518,141,13,0,.213,1.12,.133,.277,4.00,8.5,2.1,7.9,1.1,15.2,19.2,13,-0.19,-0.005,3.39,2.92,3.24,0.33,0.95
5,Earl,Arthur,BUS,35,SP,1.5,6,2,3.19,11,11,53.2,1,1,0,35,28,48,19,4,2,3.55,847,235,23,0,.204,1.42,.750,.332,1.25,5.9,4.7,8.0,0.7,15.8,77.0,23,0.42,-0.008,3.93,5.05,5.05,0.52,1.48
5,Lilly,Woods,PDX,36,RP,1.1,6,1,3.19,24,0,36.2,0,0,4,25,15,25,13,3,0,3.41,526,145,13,0,.172,1.09,.857,.276,1.67,6.1,3.7,6.1,0.7,14.3,21.9,13,0.57,-0.006,3.33,4.03,4.41,0.45,1.11
5,Ryder,Vargas,MSLA,31,RP,1.8,9,1,3.21,44,0,61.2,0,0,1,77,20,54,22,6,2,3.05,940,258,22,2,.209,1.20,.900,.295,3.85,11.2,2.9,7.9,0.9,15.2,21.4,22,0.38,-0.009,3.27,6.81,6.69,0.68,1.79
5,Chip,Foley,HON,35,CL,1.1,1,3,3.24,37,0,41.2,0,0,23,39,10,31,15,8,1,3.57,655,166,15,0,.187,0.98,.250,.253,3.90,8.4,2.2,6.7,1.7,15.7,17.7,15,0.12,-0.006,3.27,3.55,3.70,0.38,1.13
5,Anika,Hinton,CDMX,29,SP,3.0,8,6,3.25,20,20,102.1,1,0,0,75,34,90,37,5,4,3.19,1581,430,40,1,.209,1.21,.571,.298,2.21,6.6,3.0,7.9,0.4,15.4,79.1,40,0.02,-0.016,3.52,11.75,11.75,1.20,3.04
5,Geronimo,Arkansas,PAL,34,SP,2.8,3,6,3.26,20,20,91.0,0,0,0,84,24,81,33,12,4,3.36,1436,377,35,1,.215,1.15,.133,.289,3.50,8.3,2.4,8.0,1.2,15.8,71.8,35,-0.09,-0.014,3.45,11.71,11.71,1.20,2.84
5,Arjun,Shah,MTL,32,RP,1.6,5,2,3.28,42,0,57.2,0,0,1,40,25,59,21,7,1,3.61,893,246,22,1,.240,1.46,.714,.346,1.60,6.2,3.9,9.2,1.1,15.5,21.3,22,-0.09,-0.009,3.42,5.76,5.67,0.58,1.62
5,Augustine,Anaya,BBR,36,SP,2.7,5,10,3.28,20,20,98.2,1,1,0,96,39,85,36,7,3,3.18,1600,415,40,1,.205,1.26,.133,.306,2.46,8.8,3.6,7.8,0.6,16.2,80.0,40,0.77,-0.015,3.72,9.02,9.02,0.92,2.69
5,Jessie,Hart,PDX,32,RP,1.4,5,1,3.28,35,0,49.1,0,0,3,43,15,47,18,5,2,3.30,759,209,18,0,.225,1.26,.833,.306,2.87,7.8,2.7,8.6,0.9,15.4,21.7,18,0.80,-0.008,3.43,4.87,5.03,0.51,1.40
5,Payton,Burton,VAL,35,CL,0.8,1,1,3.32,37,0,38.0,0,0,23,28,12,41,14,2,1,3.18,635,165,16,0,.248,1.39,.500,.327,2.13,6.6,2.8,9.7,0.5,16.7,17.2,16,0.46,-0.006,3.90,1.12,1.17,0.12,0.81
5,Brantley,Driver,CAR,24,RP,1.2,5,2,3.33,38,0,46.0,0,0,1,33,17,45,17,5,2,3.51,753,204,19,1,.221,1.35,.714,.314,1.94,6.5,3.3,8.8,1.0,16.4,19.8,19,0.06,-0.007,3.73,3.46,3.41,0.35,1.18
5,Jordan,Vegas,JSB,30,SP,3.0,6,6,3.33,20,20,94.2,2,0,0,77,29,91,35,8,6,3.29,1500,403,36,0,.226,1.27,.500,.313,2.66,7.3,2.8,8.7,0.8,15.8,75.0,36,-1.25,-0.015,3.30,12.47,12.47,1.28,2.97
5,Austin,Loins,BSD,29,SP,3.1,8,9,3.34,20,20,105.0,1,0,0,96,27,112,39,10,2,3.18,1572,440,41,0,.255,1.32,.471,.320,3.56,8.2,2.3,9.6,0.9,15.0,78.6,41,-0.60,-0.016,3.46,11.58,11.58,1.19,3.08
5,Simone,Castillo,DAK,29,SP,2.4,7,9,3.35,20,20,99.1,2,1,0,79,30,91,37,9,3,3.29,1517,418,44,2,.218,1.22,.438,.297,2.63,7.2,2.7,8.2,0.8,15.3,75.9,44,0.31,-0.015,4.01,5.99,5.99,0.61,2.40
5,Harper,Donathan,PAL,30,SP/RP,0.9,8,3,3.35,40,0,53.2,0,0,0,65,13,58,20,4,3,2.91,804,233,26,0,.249,1.32,.727,.318,5.00,10.9,2.2,9.7,0.7,15.0,20.1,26,-0.05,-0.008,4.35,-0.24,-0.24,-0.02,0.94
5,Abel,Conner,BUS,30,RP,1.7,5,4,3.36,39,0,59.0,0,0,3,44,13,57,22,9,2,3.52,855,242,23,0,.236,1.19,.556,.298,3.38,6.7,2.0,8.7,1.4,14.5,21.9,23,0.44,-0.009,3.58,5.82,5.97,0.61,1.68
5,Liane,Wood,GLA,26,RP,1.1,7,3,3.40,43,0,55.2,0,0,0,45,14,51,21,6,1,3.30,789,230,25,0,.222,1.17,.700,.287,3.21,7.3,2.3,8.2,1.0,14.2,18.3,25,0.44,-0.009,4.11,1.27,1.23,0.13,1.13
5,Mara,Barnes,MUN,28,SP,3.4,8,6,3.46,20,20,112.0,3,2,0,99,32,91,43,11,3,3.25,1615,455,44,2,.200,1.10,.571,.277,3.09,8.0,2.6,7.3,0.9,14.4,80.8,44,0.27,-0.017,3.56,13.23,13.23,1.36,3.37
5,Anastasia,Ayers,JAK,31,RP,1.5,6,4,3.46,47,0,54.2,0,0,2,46,14,58,21,10,3,3.64,847,238,21,0,.244,1.32,.600,.315,3.29,7.6,2.3,9.5,1.6,15.5,18.0,21,-0.57,-0.008,3.36,5.06,5.05,0.52,1.50
5,Journee,Beard,MUN,24,SP,3.2,7,9,3.46,21,21,109.1,1,0,0,88,35,102,42,10,5,3.33,1616,447,44,0,.228,1.25,.438,.318,2.51,7.2,2.9,8.4,0.8,14.8,77.0,44,0.26,-0.017,3.64,11.87,11.87,1.22,3.18
5,Clamp,Clements,KBC,29,SP,2.7,6,7,3.48,20,20,98.1,1,0,0,77,21,98,38,9,2,3.21,1521,404,40,0,.243,1.21,.462,.300,3.67,7.0,1.9,9.0,0.8,15.5,76.1,40,0.23,-0.015,3.68,9.17,9.17,0.94,2.71
5,Brentwood,Morrison,DUB,43,SP/RP,0.5,2,3,3.48,12,4,20.2,0,0,0,5,7,23,8,1,4,3.68,303,96,9,1,.240,1.45,.400,.354,0.71,2.2,3.0,10.0,0.4,14.7,25.3,9,-0.15,-0.003,3.85,1.07,1.05,0.11,0.47
5,Leonel,Oldham,VAL,19,SP,1.6,5,5,3.49,20,20,98.0,3,2,0,77,45,83,38,12,2,3.59,1562,415,49,2,.200,1.31,.500,.313,1.71,7.1,4.1,7.6,1.1,15.9,78.1,49,1.06,-0.015,4.60,-1.55,-1.55,-0.16,1.61
5,Derrick,Boyd,BSD,32,SP,2.8,7,8,3.51,20,20,102.2,2,1,0,81,24,98,40,12,5,3.36,1537,426,42,1,.230,1.19,.467,.298,3.38,7.1,2.1,8.6,1.1,15.0,76.9,42,-0.60,-0.016,3.63,9.42,9.42,0.96,2.81
5,Everly,Valdez,BOS,30,SP,2.6,4,6,3.52,19,19,87.0,3,0,0,74,47,75,34,8,5,3.53,1453,376,35,0,.199,1.40,.400,.338,1.57,7.7,4.9,7.8,0.8,16.7,76.5,35,0.10,-0.013,3.63,10.46,10.46,1.07,2.64
5,Ivor,Plows,HON,34,SP,2.6,6,8,3.53,20,20,104.2,2,1,0,86,31,100,41,11,6,3.36,1585,439,43,0,.228,1.25,.429,.312,2.77,7.4,2.7,8.6,0.9,15.1,79.3,43,0.34,-0.016,3.73,6.84,6.84,0.70,2.58
5,Schnitzel,Doyle,JAK,25,SP,2.7,7,3,3.53,20,20,99.1,2,1,0,85,30,84,39,13,4,3.44,1494,406,42,3,.207,1.15,.700,.291,2.83,7.7,2.7,7.6,1.2,15.0,74.7,42,-0.95,-0.015,3.72,8.50,8.50,0.87,2.66
5,Lando,Lagrange,CAR,40,SP,2.1,2,6,3.54,14,14,73.2,0,0,0,53,20,74,29,9,2,3.45,1088,304,31,2,.243,1.28,.250,.316,2.65,6.5,2.4,9.0,1.1,14.8,77.7,31,0.10,-0.011,3.80,7.48,7.48,0.77,2.09
5,Callum,Cain,PDX,32,CL,0.2,0,0,3.55,10,0,12.2,0,0,4,7,5,10,5,2,0,3.81,204,54,6,0,.185,1.18,NaN,.278,1.40,5.0,3.6,7.1,1.4,16.1,20.4,6,0.22,-0.002,4.42,-0.14,-0.14,-0.01,0.21
5,Valerie,McKinney,CAS,32,SP,2.8,8,4,3.57,20,20,90.2,1,1,0,78,18,91,36,9,0,3.16,1317,368,37,0,.247,1.20,.667,.296,4.13,7.7,1.8,9.0,0.9,14.5,65.9,37,-1.74,-0.014,3.50,10.99,10.99,1.13,2.75
5,Earny,Felix,BSD,38,SP,2.4,5,5,3.57,20,20,95.2,1,1,0,88,32,82,38,10,7,3.35,1469,398,41,0,.206,1.19,.500,.304,2.75,8.3,3.0,7.7,0.9,15.4,73.5,41,-0.51,-0.015,3.81,6.87,6.87,0.70,2.42
